Reconstruction Method,0,5,7,9,11,13,15,17,19
Spectral,0.9316958825927436,0.9359457806767224,0.9378821850794946,0.9379637178964533,0.9386108846310639,0.9376834488381572,0.938116591928251,0.9385803098247045,0.9432327761924174
Spatial,0.9316958825927436,0.9377445984508764,0.9368324500611497,0.9360884631064001,0.9376681614349776,0.9361598043212396,0.936939461883408,0.9368579290664492,0.9384783938035062
Combined,0.9316958825927436,0.9351712189156137,0.9387688544639218,0.9395739910313902,0.9379484304932735,0.9373471259682024,0.9391204647370565,0.938824908275581,0.9383611903791275
