Method,5,10,20,30,40,50,60
Raw,0.44092831153505757,0.5374665477252453,0.6237807943690296,0.6691805951895637,0.7091096880809751,0.7291335286730849,0.7468524798643494
PCA,0.43925656406726327,0.524323520666072,0.6132730015082956,0.6557072971871178,0.691055567031605,0.711772708246128,0.7265684612123782
SuperPCA,0.613472317828695,0.7584002378828428,0.8564705882352941,0.8984406848756624,0.9138194587895064,0.9226768522394307,0.9272679101314116
S3-PCA,0.6300422853771266,0.7747249479631282,0.8754348919054802,0.916449245821443,0.9357054327618262,0.9410318124738385,0.95
